,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,BorrowerState,Occupation,EmploymentStatus,CreditScoreRangeUpper,Credit,Rate_Range,Count
67685,2009-10-02 19:25:48.680000000,36,Completed,2011-03-15 00:00:00,0.20204,0.165,WI,Professional,Full-time,699.0,Fair,15-19.99%,1
67688,2013-12-28 06:18:31.150000000,36,Current,,0.27776,0.2394,WI,Other,Employed,679.0,Fair,20-24.99%,1
67856,2013-06-18 08:41:18.523000000,36,Current,,0.29537,0.2566,WI,Clerical,Employed,679.0,Fair,25-29.99%,1
67937,2013-05-12 06:34:41.903000000,36,Chargedoff,2013-10-16 00:00:00,0.31032,0.2712,WI,Truck Driver,Employed,779.0,Excellent,25-29.99%,1
67980,2008-04-22 10:44:05.660000000,36,Chargedoff,2009-01-31 00:00:00,0.22085,0.1985,WI,Professional,Full-time,639.0,Poor,15-19.99%,1
68056,2012-08-14 05:44:22.833000000,36,Current,,0.2706,0.2324,WI,Skilled Labor,Self-employed,719.0,Good,20-24.99%,1
68138,2013-09-19 19:15:37.070000000,60,Current,,0.20398,0.18,WI,Accountant/CPA,Employed,699.0,Fair,15-19.99%,1
68155,2008-05-27 16:55:31.763000000,36,Completed,2011-06-05 00:00:00,0.127,0.12,WI,Clerical,Part-time,819.0,Excellent,10-14.99%,1
68190,2012-11-18 07:33:47.990000000,60,Current,,0.34408,0.3165,WI,Other,Employed,699.0,Fair,30-34.99%,1
68219,2012-02-17 10:17:14.647000000,36,Completed,2012-05-07 00:00:00,0.35797,0.3177,WI,Laborer,Employed,699.0,Fair,30-34.99%,1
68271,2012-12-27 08:47:04.290000000,60,Current,,0.32321,0.2962,WI,Other,Employed,719.0,Good,25-29.99%,1
68302,2012-09-09 14:34:35.917000000,36,Chargedoff,2013-11-27 00:00:00,0.21025,0.1734,WI,Other,Full-time,719.0,Good,15-19.99%,1
68334,2012-08-24 15:26:30.510000000,36,Current,,0.24758,0.2099,WI,Other,Employed,819.0,Excellent,20-24.99%,1
68423,2012-09-13 06:19:20.640000000,60,Chargedoff,2013-11-19 00:00:00,0.23718,0.2124,WI,Engineer - Mechanical,Employed,699.0,Fair,20-24.99%,1
68477,2012-08-31 10:07:17.603000000,12,Completed,2012-09-25 00:00:00,0.18192,0.1246,WI,Skilled Labor,Employed,759.0,Excellent,10-14.99%,1
68533,2014-01-16 00:08:27.810000000,36,Current,,0.27776,0.2394,WI,Student - College Senior,Employed,679.0,Fair,20-24.99%,1
68547,2012-07-30 08:51:13.290000000,36,Past Due (31-60 days),,0.14816,0.1199,WI,Sales - Retail,Full-time,679.0,Fair,10-14.99%,1
68644,2013-07-13 06:16:37.503000000,36,Current,,0.15833,0.1299,WI,Investor,Employed,799.0,Excellent,10-14.99%,1
68709,2010-05-13 17:50:49.943000000,36,Completed,2013-05-24 00:00:00,0.11296,0.092,WI,Skilled Labor,Full-time,759.0,Excellent,5-9.99%,1
68718,2013-06-15 14:43:35.737000000,36,Current,,0.32538,0.2859,WI,Other,Employed,679.0,Fair,25-29.99%,1
68897,2012-02-05 08:51:35.010000000,36,Current,,0.24246,0.2049,WI,Professional,Employed,739.0,Good,20-24.99%,1
68927,2010-11-23 07:11:06.700000000,36,Completed,2012-06-29 00:00:00,0.35858,0.322,WI,Sales - Retail,Self-employed,699.0,Fair,30-34.99%,1
68929,2013-08-21 13:56:31.127000000,36,Current,,0.06726,0.0605,WI,Sales - Commission,Employed,819.0,Excellent,5-9.99%,1
68988,2013-12-05 18:47:38.123000000,60,Current,,0.16969,0.1465,WI,Other,Employed,679.0,Fair,10-14.99%,1
69040,2012-01-16 06:50:49.287000000,36,Completed,2013-08-30 00:00:00,0.11766,0.0899,WI,Accountant/CPA,Employed,779.0,Excellent,5-9.99%,1
69085,2013-05-20 06:26:06.173000000,60,Current,,0.17522,0.1519,WI,Professional,Employed,779.0,Excellent,15-19.99%,1
69239,2013-09-18 10:26:25.003000000,36,Current,,0.15833,0.1299,WI,,Other,679.0,Fair,10-14.99%,1
69282,2012-02-15 19:58:14.603000000,60,Completed,2012-10-02 00:00:00,0.24702,0.222,WI,Laborer,Employed,779.0,Excellent,20-24.99%,1
69576,2013-05-12 17:06:26.110000000,60,Current,,0.11695,0.0949,WI,Other,Employed,759.0,Excellent,5-9.99%,1
69639,2011-09-24 03:03:14.583000000,36,Completed,2012-03-26 00:00:00,0.35643,0.3199,WI,Food Service,Employed,739.0,Good,30-34.99%,1
69721,2006-09-21 12:09:39.307000000,36,Completed,2009-09-27 00:00:00,0.14184,0.133,WI,,,659.0,Fair,10-14.99%,1
69743,2013-12-06 15:16:58.807000000,36,Current,,0.30131,0.2624,WI,Other,Employed,679.0,Fair,25-29.99%,1
69781,2012-03-26 17:40:27.830000000,36,Chargedoff,2013-02-09 00:00:00,0.24246,0.2049,WI,Nurse (LPN),Employed,739.0,Good,20-24.99%,1
69825,2013-12-01 09:46:10.470000000,36,Current,,0.23847,0.201,WI,Truck Driver,Employed,699.0,Fair,20-24.99%,1
69951,2012-06-18 11:47:40.283000000,60,Chargedoff,2013-03-22 00:00:00,0.28704,0.261,WI,Executive,Employed,659.0,Fair,25-29.99%,1
69979,2012-06-14 11:51:30.890000000,12,Completed,2013-03-05 00:00:00,0.23554,0.1576,WI,Professional,Self-employed,759.0,Excellent,15-19.99%,1
70042,2008-03-26 17:35:20.310000000,36,Completed,2008-07-21 00:00:00,0.15629,0.142,WI,Attorney,Full-time,699.0,Fair,10-14.99%,1
70083,2011-11-16 11:36:02.257000000,36,Current,,0.29486,0.2561,WI,Other,Employed,679.0,Fair,25-29.99%,1
70155,2011-07-23 07:11:47.893000000,36,Chargedoff,2013-08-27 00:00:00,0.27467,0.2399,WI,Nurse (LPN),Full-time,699.0,Fair,20-24.99%,1
70292,2013-11-30 07:19:17.790000000,60,Current,,0.1963,0.1725,WI,Food Service,Employed,699.0,Fair,15-19.99%,1
70431,2013-12-25 06:41:13.787000000,36,Current,,0.17611,0.14,WI,Truck Driver,Employed,719.0,Good,10-14.99%,1
70727,2014-01-08 13:25:59.437000000,36,Current,,0.14751,0.1189,WI,Computer Programmer,Employed,699.0,Fair,10-14.99%,1
70826,2013-08-06 13:32:22.790000000,60,Current,,0.22283,0.1984,WI,Other,Employed,719.0,Good,15-19.99%,1
70901,2014-02-14 10:44:03.200000000,60,Current,,0.14273,0.1199,WI,Teacher,Employed,759.0,Excellent,10-14.99%,1
70945,2013-11-21 11:33:42.260000000,36,Current,,0.23847,0.201,WI,Waiter/Waitress,Employed,659.0,Fair,20-24.99%,1
71070,2012-06-03 17:24:59,60,Current,,0.16151,0.1385,WI,Other,Full-time,779.0,Excellent,10-14.99%,1
71319,2014-01-01 12:50:43.927000000,60,Current,,0.22549,0.201,WI,Nurse (RN),Employed,659.0,Fair,20-24.99%,1
71358,2013-12-30 13:50:59.837000000,60,Current,,0.21166,0.1875,WI,Skilled Labor,Employed,679.0,Fair,15-19.99%,1
71375,2012-01-12 09:41:16.423000000,36,Current,,0.34577,0.3058,WI,Teacher,Employed,659.0,Fair,30-34.99%,1
71448,2013-08-23 16:45:16.357000000,36,Current,,0.31032,0.2712,WI,Professional,Employed,659.0,Fair,25-29.99%,1
71493,2011-10-21 11:51:40.940000000,36,Completed,2012-07-20 00:00:00,0.2951,0.2599,WI,Police Officer/Correction Officer,Employed,659.0,Fair,25-29.99%,1
71502,2013-07-23 21:22:33.477000000,60,Current,,0.18852,0.1649,WI,Other,Employed,739.0,Good,15-19.99%,1
71503,2014-01-29 21:20:02.647000000,36,Current,,0.34588,0.3059,WI,,Other,659.0,Fair,30-34.99%,1
71561,2008-08-12 12:44:23.550000000,36,Completed,2011-08-22 00:00:00,0.339,0.315,WI,Sales - Retail,Full-time,559.0,Poor,30-34.99%,1
71610,2014-01-23 09:30:54.223000000,36,Current,,0.16732,0.1314,WI,Clerical,Employed,659.0,Fair,10-14.99%,1
71686,2010-12-23 00:00:44.293000000,36,Completed,2011-04-13 00:00:00,0.30532,0.2699,WI,Professional,Employed,699.0,Fair,25-29.99%,1
71749,2012-02-13 18:15:39.227000000,60,Chargedoff,2013-06-24 00:00:00,0.15784,0.1396,WI,Other,Employed,779.0,Excellent,10-14.99%,1
71837,2013-03-18 03:01:24.287000000,60,Current,,0.13227,0.1099,WI,Other,Employed,759.0,Excellent,10-14.99%,1
71862,2008-07-02 16:56:22.217000000,36,Completed,2009-03-10 00:00:00,0.10033,0.0865,WI,Sales - Retail,Full-time,739.0,Good,5-9.99%,1
71899,2014-01-22 10:58:59.547000000,36,Completed,2014-02-27 00:00:00,0.21342,0.1765,WI,Military Enlisted,Employed,699.0,Fair,15-19.99%,1
72140,2011-05-25 10:30:29.293000000,36,Current,,0.35643,0.3199,WI,Laborer,Employed,699.0,Fair,30-34.99%,1
72145,2014-01-22 09:42:18.783000000,60,Current,,0.26487,0.2394,WI,Analyst,Employed,679.0,Fair,20-24.99%,1
72202,2007-04-02 18:11:36.667000000,36,Chargedoff,2008-05-12 00:00:00,0.18454,0.17,WI,Retail Management,Full-time,579.0,Poor,15-19.99%,1
72208,2012-05-30 17:42:01.577000000,60,Current,,0.20705,0.183,WI,Retail Management,Employed,659.0,Fair,15-19.99%,1
72264,2013-12-10 05:30:12.303000000,60,Current,,0.2004,0.1765,WI,Professional,Employed,679.0,Fair,15-19.99%,1
72315,2013-09-23 18:59:02.613000000,36,Current,,0.34752,0.3075,WI,Sales - Retail,Employed,699.0,Fair,30-34.99%,1
72321,2013-11-15 16:23:12.203000000,36,Current,,0.33215,0.2925,WI,Skilled Labor,Employed,679.0,Fair,25-29.99%,1
72450,2013-10-20 08:00:39.877000000,36,Current,,0.22875,0.1915,WI,Professional,Employed,679.0,Fair,15-19.99%,1
72502,2012-07-23 12:14:22.513000000,36,Completed,2013-03-07 00:00:00,0.35797,0.3177,WI,Postal Service,Employed,739.0,Good,30-34.99%,1
72512,2011-09-27 18:15:46.660000000,36,Chargedoff,2013-10-30 00:00:00,0.35643,0.3199,WI,Food Service,Employed,739.0,Good,30-34.99%,1
72605,2013-12-01 05:37:58.217000000,36,Current,,0.22773,0.1905,WI,Other,Employed,659.0,Fair,15-19.99%,1
72654,2013-06-15 12:15:39.047000000,60,Current,,0.29341,0.2672,WI,Administrative Assistant,Employed,739.0,Good,25-29.99%,1
72736,2008-01-27 16:24:50.220000000,36,Defaulted,2009-08-14 00:00:00,0.15428,0.14,WI,Sales - Commission,Full-time,719.0,Good,10-14.99%,1
72750,2011-10-15 11:54:51.623000000,36,Completed,2012-12-27 00:00:00,0.2951,0.2599,WI,Other,Employed,699.0,Fair,25-29.99%,1
72752,2013-03-12 20:01:06.437000000,60,Current,,0.27637,0.2506,WI,Other,Employed,679.0,Fair,25-29.99%,1
72995,2013-09-04 05:02:36.840000000,60,Current,,0.17522,0.1519,WI,Food Service Management,Employed,779.0,Excellent,15-19.99%,1
73052,2014-03-07 11:29:59.680000000,36,Current,,0.1585,0.1224,WI,Computer Programmer,Employed,719.0,Good,10-14.99%,1
73067,2013-09-10 09:43:25.737000000,60,Current,,0.19988,0.176,WI,Executive,Employed,719.0,Good,15-19.99%,1
73161,2013-09-20 06:31:52.030000000,36,Current,,0.14409,0.1159,WI,Food Service,Employed,699.0,Fair,10-14.99%,1
73257,2013-12-05 09:46:51.350000000,36,Current,,0.23438,0.197,WI,Sales - Commission,Self-employed,679.0,Fair,15-19.99%,1
73304,2011-07-18 11:45:29.943000000,36,Current,,0.35643,0.3199,WI,Other,Employed,739.0,Good,30-34.99%,1
73346,2013-12-14 10:05:50.050000000,60,Completed,2014-02-05 00:00:00,0.25564,0.2304,WI,Skilled Labor,Employed,739.0,Good,20-24.99%,1
73464,2012-09-04 15:49:46.393000000,60,Current,,0.12001,0.0979,WI,Tradesman - Carpenter,Employed,799.0,Excellent,5-9.99%,1
73499,2011-08-09 05:42:49.293000000,36,Chargedoff,2013-04-19 00:00:00,0.30532,0.2699,WI,Other,Employed,699.0,Fair,25-29.99%,1
73533,2013-12-16 13:53:28.557000000,36,Current,,0.12691,0.099,WI,Professional,Employed,719.0,Good,5-9.99%,1
73599,2010-07-28 13:29:02.437000000,36,Completed,2013-06-21 00:00:00,0.28646,0.2475,WI,Professional,Full-time,719.0,Good,20-24.99%,1
73614,2013-08-26 11:04:34.237000000,60,Current,,0.22283,0.1984,WI,Administrative Assistant,Full-time,679.0,Fair,15-19.99%,1
73704,2013-10-21 08:38:17.360000000,60,Current,,0.21935,0.195,WI,Other,Employed,699.0,Fair,15-19.99%,1
73733,2013-05-01 10:46:25.100000000,36,Completed,2013-09-20 00:00:00,0.32538,0.2859,WI,Other,Employed,699.0,Fair,25-29.99%,1
73757,2010-12-20 07:57:13.857000000,36,Completed,2013-12-28 00:00:00,0.17069,0.149,WI,Skilled Labor,Employed,719.0,Good,10-14.99%,1
73826,2007-04-15 21:02:12.247000000,36,Completed,2008-03-26 00:00:00,0.14307,0.136,WI,Professional,Full-time,659.0,Fair,10-14.99%,1
73828,2013-12-08 14:11:48.527000000,60,Current,,0.25564,0.2304,WI,Skilled Labor,Employed,719.0,Good,20-24.99%,1
73848,2014-01-02 10:36:04.187000000,60,Current,,0.1963,0.1725,WI,Realtor,Self-employed,759.0,Excellent,15-19.99%,1
73852,2013-11-18 16:00:26.850000000,60,Current,,0.15783,0.1349,WI,Tradesman - Electrician,Employed,699.0,Fair,10-14.99%,1
73870,2014-02-27 10:16:40.143000000,36,Current,,0.19744,0.1605,WI,Teacher,Employed,739.0,Good,15-19.99%,1
73907,2012-02-17 13:01:42.977000000,36,Completed,2013-04-30 00:00:00,0.26681,0.2287,WI,Skilled Labor,Self-employed,679.0,Fair,20-24.99%,1
73947,2011-10-26 09:20:18.847000000,36,Completed,2013-06-13 00:00:00,0.1322,0.111,WI,Professional,Employed,699.0,Fair,10-14.99%,1
73949,2012-10-28 06:53:19.363000000,36,Past Due (91-120 days),,0.35797,0.3177,WI,Administrative Assistant,Employed,679.0,Fair,30-34.99%,1
74068,2014-02-22 09:04:47.710000000,36,Current,,0.08531,0.0716,WI,Skilled Labor,Employed,799.0,Excellent,5-9.99%,1
74438,2008-07-11 20:44:02.947000000,36,Completed,2010-02-23 00:00:00,0.12106,0.1,WI,Computer Programmer,Full-time,659.0,Fair,10-14.99%,1
74523,2007-11-25 11:31:54.987000000,36,Completed,2008-06-20 00:00:00,0.0768,0.07,WI,Computer Programmer,Full-time,779.0,Excellent,5-9.99%,1
74543,2008-05-05 09:21:20.160000000,36,Defaulted,2009-05-15 00:00:00,0.17677,0.155,WI,Teacher,Full-time,639.0,Poor,15-19.99%,1
74780,2011-09-05 07:28:10.077000000,36,Current,,0.34621,0.3099,WI,Accountant/CPA,Employed,679.0,Fair,30-34.99%,1
75092,2011-12-28 07:58:50.773000000,36,Chargedoff,2012-10-30 00:00:00,0.35285,0.3127,WI,Professional,Employed,719.0,Good,30-34.99%,1
75170,2007-10-14 08:13:47.400000000,36,Completed,2010-10-05 00:00:00,0.14806,0.14,WI,Computer Programmer,Full-time,719.0,Good,10-14.99%,1
75173,2007-03-11 18:05:56.410000000,36,Completed,2007-12-17 00:00:00,0.14699,0.1399,WI,Computer Programmer,Full-time,679.0,Fair,10-14.99%,1
75214,2012-08-24 10:28:43.147000000,36,Current,,0.29107,0.2524,WI,Truck Driver,Employed,679.0,Fair,25-29.99%,1
75273,2012-03-03 08:19:23.313000000,36,Completed,2013-02-12 00:00:00,0.24246,0.2049,WI,Food Service Management,Employed,839.0,Excellent,20-24.99%,1
75297,2012-11-20 09:30:32.807000000,60,Current,,0.13247,0.1101,WI,Truck Driver,Employed,799.0,Excellent,10-14.99%,1
75389,2007-10-24 20:00:54.867000000,36,Completed,2010-11-06 00:00:00,0.16984,0.1518,WI,Professional,Full-time,559.0,Poor,15-19.99%,1
75394,2008-04-28 19:36:13.383000000,36,Defaulted,2009-01-09 00:00:00,0.27306,0.25,WI,Chemist,Full-time,659.0,Fair,25-29.99%,1
75432,2013-09-25 10:54:29.270000000,36,Current,,0.17601,0.1399,WI,,Other,679.0,Fair,10-14.99%,1
75516,2014-02-26 13:57:18.517000000,60,Current,,0.16175,0.1385,WI,Other,Employed,719.0,Good,10-14.99%,1
75535,2012-08-20 05:40:24.840000000,36,Completed,2013-03-27 00:00:00,0.35797,0.3177,WI,Scientist,Employed,639.0,Poor,30-34.99%,1
75651,2008-02-16 09:27:58.470000000,36,Defaulted,2010-10-27 00:00:00,0.15428,0.14,WI,Medical Technician,Full-time,739.0,Good,10-14.99%,1
75678,2012-07-17 09:23:01.313000000,60,Current,,0.35838,0.3304,WI,Sales - Commission,Employed,739.0,Good,30-34.99%,1
75686,2013-05-20 16:15:57.163000000,36,Current,,0.15324,0.1249,WI,Executive,Employed,779.0,Excellent,10-14.99%,1
75704,2013-06-26 12:41:03.020000000,36,Current,,0.32538,0.2859,WI,Retail Management,Employed,699.0,Fair,25-29.99%,1
75723,2013-12-23 17:18:04.023000000,36,Current,,0.11563,0.0879,WI,Skilled Labor,Employed,739.0,Good,5-9.99%,1
75745,2012-12-23 11:39:08.643000000,36,Current,,0.13138,0.1034,WI,Truck Driver,Employed,759.0,Excellent,10-14.99%,1
75842,2013-12-17 05:27:37.817000000,60,Current,,0.27308,0.2474,WI,Laborer,Employed,699.0,Fair,20-24.99%,1
75883,2013-07-26 14:11:07.320000000,36,Current,,0.20053,0.1639,WI,Executive,Employed,699.0,Fair,15-19.99%,1
76086,2013-11-15 07:57:42.693000000,36,Current,,0.24205,0.2045,WI,Executive,Employed,679.0,Fair,20-24.99%,1
76112,2013-08-21 09:34:14.813000000,36,Current,,0.08325,0.0699,WI,Other,Employed,799.0,Excellent,5-9.99%,1
76155,2013-10-22 13:59:10.150000000,36,Current,,0.13799,0.1099,WI,Executive,Self-employed,759.0,Excellent,10-14.99%,1
76181,2013-11-21 16:12:17.670000000,60,Current,,0.16304,0.14,WI,Computer Programmer,Employed,699.0,Fair,10-14.99%,1
76184,2013-12-04 09:22:35.157000000,36,Current,,0.32446,0.285,WI,Other,Self-employed,659.0,Fair,25-29.99%,1
76215,2013-06-12 06:51:25.787000000,36,Current,,0.2878,0.2492,WI,Laborer,Employed,679.0,Fair,20-24.99%,1
76216,2012-10-15 13:38:09.517000000,60,Completed,2013-05-17 00:00:00,0.22693,0.2024,WI,Other,Other,779.0,Excellent,20-24.99%,1
76235,2014-02-04 08:01:39.350000000,36,Current,,0.27776,0.2394,WI,Administrative Assistant,Employed,699.0,Fair,20-24.99%,1
76333,2008-09-13 20:02:13.550000000,36,Chargedoff,2010-03-30 00:00:00,0.09579,0.082,WI,Accountant/CPA,Full-time,759.0,Excellent,5-9.99%,1
76350,2010-06-01 07:07:29.813000000,36,Completed,2010-11-03 00:00:00,0.27813,0.255,WI,Other,Full-time,659.0,Fair,25-29.99%,1
76445,2013-11-16 03:07:30.013000000,36,Current,,0.23233,0.195,WI,Construction,Employed,739.0,Good,15-19.99%,1
76544,2008-07-05 15:32:09.087000000,36,Chargedoff,2009-04-18 00:00:00,0.24305,0.2204,WI,Professional,Full-time,639.0,Poor,20-24.99%,1
76643,2013-03-11 17:10:33.597000000,36,Current,,0.14348,0.1153,WI,Other,Employed,759.0,Excellent,10-14.99%,1
76655,2008-09-16 13:44:21.793000000,36,Completed,2010-03-29 00:00:00,0.32987,0.306,WI,Nurse's Aide,Part-time,639.0,Poor,30-34.99%,1
76701,2012-07-20 07:50:49.633000000,36,Past Due (1-15 days),,0.23121,0.1939,WI,Skilled Labor,Employed,779.0,Excellent,15-19.99%,1
76762,2011-11-22 18:39:15.883000000,36,Completed,2012-07-23 00:00:00,0.18986,0.1609,WI,Sales - Retail,Full-time,679.0,Fair,15-19.99%,1
76921,2012-05-22 08:33:05.273000000,36,Current,,0.25259,0.2148,WI,Other,Employed,699.0,Fair,20-24.99%,1
76948,2014-02-20 18:28:41.007000000,60,Current,,0.1771,0.1535,WI,Other,Employed,719.0,Good,15-19.99%,1
76990,2012-08-29 08:12:12.217000000,60,Past Due (1-15 days),,0.30697,0.2804,WI,Professional,Employed,699.0,Fair,25-29.99%,1
77001,2013-05-07 11:03:41.277000000,36,Current,,0.25371,0.2159,WI,Professional,Full-time,639.0,Poor,20-24.99%,1
77091,2013-06-24 12:25:31.613000000,60,Current,,0.32393,0.2969,WI,Computer Programmer,Self-employed,759.0,Excellent,25-29.99%,1
77166,2013-12-12 10:27:52.367000000,60,Current,,0.1963,0.1725,WI,Civil Service,Employed,699.0,Fair,15-19.99%,1
77208,2006-12-14 14:53:10.007000000,36,Defaulted,2008-02-25 00:00:00,0.18212,0.167,WI,Other,Not available,599.0,Poor,15-19.99%,1
77244,2012-12-05 10:27:20.857000000,36,Current,,0.13697,0.1089,WI,Other,Employed,739.0,Good,10-14.99%,1
77263,2008-08-25 13:01:00.393000000,36,Chargedoff,2009-11-30 00:00:00,0.37453,0.35,WI,Teacher,Full-time,679.0,Fair,35-39.99%,1
77306,2013-11-20 09:40:43.113000000,36,Current,,0.14816,0.1199,WI,,Other,699.0,Fair,10-14.99%,1
77311,2013-07-23 07:03:02.227000000,36,Current,,0.27285,0.2346,WI,Other,Employed,699.0,Fair,20-24.99%,1
77413,2012-02-16 19:16:32.430000000,60,Current,,0.15784,0.1396,WI,Professional,Employed,739.0,Good,10-14.99%,1
77578,2013-07-02 15:09:05.420000000,60,Current,,0.20593,0.1819,WI,Executive,Employed,719.0,Good,15-19.99%,1
77663,2013-12-13 10:33:44,36,Current,,0.19501,0.1585,WI,Teacher,Employed,719.0,Good,15-19.99%,1
77680,2011-06-18 22:08:21.487000000,36,Chargedoff,2013-03-02 00:00:00,0.34621,0.3099,WI,Food Service,Employed,659.0,Fair,30-34.99%,1
77765,2014-01-30 19:42:10.457000000,36,Current,,0.32446,0.285,WI,Construction,Self-employed,659.0,Fair,25-29.99%,1
77785,2012-03-30 11:30:39.043000000,36,Current,,0.17359,0.1449,WI,Truck Driver,Employed,699.0,Fair,10-14.99%,1
77812,2013-06-05 16:51:27.363000000,60,Current,,0.13942,0.1169,WI,Other,Employed,799.0,Excellent,10-14.99%,1
77986,2013-07-14 22:01:25.780000000,36,Current,,0.24246,0.2049,WI,Other,Other,719.0,Good,20-24.99%,1
78084,2013-06-05 04:25:53.897000000,36,Current,,0.31032,0.2712,WI,Tradesman - Electrician,Employed,659.0,Fair,25-29.99%,1
78135,2014-01-14 09:04:21.797000000,60,Current,,0.15425,0.1314,WI,Construction,Employed,719.0,Good,10-14.99%,1
78327,2011-09-11 15:22:35.317000000,60,Current,,0.16289,0.149,WI,Tradesman - Electrician,Employed,799.0,Excellent,10-14.99%,1
78342,2013-08-02 19:03:48.173000000,60,Current,,0.13227,0.1099,WI,Police Officer/Correction Officer,Employed,739.0,Good,10-14.99%,1
78497,2008-05-05 17:02:16.527000000,36,Defaulted,2009-03-23 00:00:00,0.09479,0.081,WI,Skilled Labor,Full-time,739.0,Good,5-9.99%,1
78655,2012-07-21 14:19:50.910000000,12,Completed,2013-03-27 00:00:00,0.25846,0.1801,WI,Clerical,Employed,739.0,Good,15-19.99%,1
78695,2011-12-19 09:34:50.293000000,60,Completed,2012-03-09 00:00:00,0.28489,0.2589,WI,Analyst,Employed,779.0,Excellent,25-29.99%,1
78781,2014-02-26 10:07:46.753000000,36,Current,,0.19744,0.1605,WI,Other,Employed,679.0,Fair,15-19.99%,1
78788,2012-03-16 10:17:47.843000000,36,Current,,0.2837,0.2452,WI,Postal Service,Employed,739.0,Good,20-24.99%,1
78860,2013-08-15 09:44:52.557000000,60,Current,,0.31848,0.2916,WI,Professional,Employed,659.0,Fair,25-29.99%,1
78879,2012-08-08 15:09:53.213000000,60,Current,,0.29464,0.2684,WI,Other,Employed,719.0,Good,25-29.99%,1
78961,2007-11-24 23:20:42.083000000,36,Defaulted,2010-02-07 00:00:00,0.16988,0.1627,WI,Other,Full-time,719.0,Good,15-19.99%,1
78993,2011-12-20 00:01:13.570000000,36,Current,,0.19108,0.1621,WI,Nurse (RN),Employed,739.0,Good,15-19.99%,1
79055,2010-04-02 06:34:22.397000000,36,Completed,2013-04-08 00:00:00,0.28574,0.2625,WI,Computer Programmer,Full-time,699.0,Fair,25-29.99%,1
79071,2008-07-03 11:10:22.003000000,36,Completed,2011-01-20 00:00:00,0.11394,0.1,WI,Student - College Senior,Self-employed,759.0,Excellent,10-14.99%,1
79133,2013-05-22 16:30:23.260000000,60,Current,,0.17061,0.1474,WI,Professional,Employed,819.0,Excellent,10-14.99%,1
79136,2013-11-05 03:46:32.667000000,36,Current,,0.14816,0.1199,WI,Other,Employed,719.0,Good,10-14.99%,1
79221,2008-10-11 15:38:48.970000000,36,Completed,2011-03-15 00:00:00,0.40243,0.35,WI,Realtor,Self-employed,679.0,Fair,35-39.99%,1
79251,2011-08-22 12:02:07.817000000,36,Current,,0.35643,0.3199,WI,Professional,Employed,699.0,Fair,30-34.99%,1
79301,2010-04-20 06:43:41.787000000,36,Completed,2010-09-23 00:00:00,0.07389,0.0705,WI,Other,Full-time,779.0,Excellent,5-9.99%,1
79316,2008-03-12 18:54:57.740000000,36,Completed,2008-04-21 00:00:00,0.14207,0.135,WI,Other,Self-employed,779.0,Excellent,10-14.99%,1
79361,2013-02-21 13:43:11.817000000,60,Current,,0.23872,0.2139,WI,Engineer - Mechanical,Employed,759.0,Excellent,20-24.99%,1
79395,2013-08-09 07:09:00.923000000,60,Current,,0.15629,0.1334,WI,Professional,Employed,739.0,Good,10-14.99%,1
79433,2007-01-10 19:09:10.893000000,36,Completed,2010-02-01 00:00:00,0.17722,0.17,WI,Military Enlisted,Not available,639.0,Poor,15-19.99%,1
79443,2012-07-30 17:04:58.473000000,60,Chargedoff,2014-01-08 00:00:00,0.26887,0.2433,WI,Sales - Retail,Employed,719.0,Good,20-24.99%,1
